,Titel,Artikel,Datum
5398,Transport Online - Nederlandse vrachtwagenchauffeur rijdt in op voorganger,"Nederlandse vrachtwagenchauffeur rijdt in op voorganger OELEGEM(B) - Een Nederlandse vrachtwagenchauffeur is op de Belgische E34 ingereden op de vrachtwagen voor hem. Een van de chauffeurs is daarbij lichtgewond geraakt. Om welke chauffeur het gaat is vooralsnog niet duidelijk.  


Na het ongeval ontstond file. In de staart van die file deed zich een tweede ongeval voor, maar daar bleef de schade beperkt tot de voertuigen.",10/04/2019
5399,Transport Online - Ernstig ongeval op A67 [foto+video],"Ernstig ongeval op A67  SOMEREN - Aan het einde van de woensdagochtendspits is in het zuiden van het land de A67 Venlo - Eindhoven afgesloten tussen Someren en Geldrop. Automobilisten die nog voor het knooppunt Zaarderheiken rijden op de A67, kunnen omrijden via Maastricht over de A73 en A2. 


Bij het ongeval is een personenauto klem komen te zitten tussen twee vrachtwagens. De rijbaan is afgesloten om de traumahelicopter te kunnen laten landen. Ook zijn de brandweer en ambulance met meerdere voertuigen ter plaatse. Dat meldt de Verkeersinformatiedienst.",10/04/2019
5400,Transport Online - Vrouw gewond na aanrijding ,"Vrouw gewond na aanrijding  SPAARNDAM - Een 20-jarige vrouw uit Assendelft is dinsdagochtend gewond geraakt bij een ernstig ongeval op de N202. De vrouw kwam door nog onbekende oorzaak in botsing met een vrachtwagen en raakte hierna met haar auto in de naastgelegen berm.  


Hulpdiensten rukten uit en de vrouw is door de brandweer uit haar voertuig geknipt. Ze is hierna onder politiebegeleiding door een ambulance naar een ziekenhuis vervoerd. De betrokken vrachtwagenchauffeur was lichamelijk ongedeerd, maar mentaal zeer aangedaan.  


De afdeling Verkeersondersteuning doet nader onderzoek naar de aanrijding.  ",10/04/2019
5401,Transport Online - Vrachtwagen verliest kratten vlees,"Vrachtwagen verliest kratten vlees ARNHEM - Een vrachtwagenn geladen met 1200 kratten vlees is vrijdagavond op het Nijmeegseplein in Arnhem zijn lading verloren. Het ongeval gebeurde rond half tien. 


Volgens omroep Gelderland wilde de vrachtwagenchauffeur de Pleijweg opdraaien en ging het tijdens het nemen van de bocht mis.  


De chauffeur had de kratten niet goed vastgemaakt, waardoor de partij is gaan schuiven. Hierdoor vlogen de laaddeuren open en kwamen de 1200 kratten met vlees op het asfalt terecht. ",10/04/2019
5402,Transport Online - Dode bij verkeersongeval N35,"Dode bij verkeersongeval N35 RAALTE - Een 57-jarige man uit Raalte is in de nacht van donderdag 21 op vrijdag 22 april, kort na middernacht, om het leven gekomen tijdens een aanrijding op de kruising 'Bos' (Heinoseweg/Burgemeester Zuidwijklaan) tussen een auto en een vrachtwagen.  


De man zat in een auto die werd bestuurd door zijn 56-jarige vrouw. Zijn vrouw is met inwendig letsel naar het ziekenhuis gebracht. Ze is niet in levensgevaar.  


De 36-jarige vrachtwagenchauffeur uit Vroomshoop bleek niet gewond te zijn en verkeerde in een shock. ",10/04/2019
5403,Transport Online - Vrachtwagen door geleiderail op A16,"Vrachtwagen door geleiderail op A16 Tijdens de drukke avondspits van donderdag gebeurden erg veel ongevallen. De ongevallen zorgden voor veel rijstrookafsluitingen op zowel de A- als de N-wegen. Zo ook op de A16 vanuit Antwerpen richting Breda. Ter hoogte van het knooppunt Galder kwam een vrachtwagen geladen met ananassen in de loop van de avondspits op de geleiderail terecht. 


Ter hoogte van het knooppunt Galder zijn alle rijstroken afgesloten tot vanavond 23:00 uur. Daarna zal men gaan beginnen met het repareren van de geleiderail. Het verkeer wordt over de vluchtstrook geleid, meldt de Verkeersinformatiedienst.",10/04/2019
5404,Transport Online - Buitenland kort: Signaleringsbord wordt vrachtwagenchauffeur fataal,"Buitenland kort: Signaleringsbord wordt vrachtwagenchauffeur fataal MÜNSINGEN - Woensdag is een vrachtwagenchauffeur op de A6 nabij het Zwitserse Münsingen om het leven gekomen. De man wilde de parkeerplaats verlaten en door nog onbekende redenen begon zijn voertuig te slippen en botste hij tegen de paal van een signaleringsbord.  


Voetgangers die ter plaatse waren hebben de man nog proberen te reanimeren maar dat mocht niet meer baten. De man is ter plaatse overleden. 


De A6 is korte tijd afgesloten geweest wat voor een kleine file zorgde.",10/04/2019
5405,Transport Online - Vier doden bij ongeval op Franse A10,"Vier doden bij ongeval op Franse A10 REUGNY(F) - Vier mensen, waaronder twee kinderen zijn dinsdagmiddag om het leven gekomen bij een kettingbotsing op de Franse A10.  


Uit het eerste onderzoek blijkt dat het ongeval ontstaan is na een eerdere kettingbotsing die ontstond door het plotseling remmen door een automobilist. Bij deze kettingbotsing raakten zes mensen lichtgewond. 


Na deze kettingbotsing volgde op een paar kilometer afstand een file. ""Het lijkt erop dat een vrachtwagenchauffeur was afgeleid en op de file ingereden is"", aldus Nicolas Berger, woordvoerder van de Franse politie. ""Zijn vrachtwagen raakte vol een personenauto en vervolgens een andere vrachtwagen."" 

 


De vrachtwagen die werd geraakt vervoerde varkenshammen en deze kwam terecht bovenop de personenauto. Vervolgens ontstond er brand in de voertuigen, mogelijk door olie die gelekt is na de aanrijdingen. De voertuigen brandden volledig uit. 


Uit de uitgebrande personenauto haalde de reddingswerkers maar liefst vier verkoolde lichamen, twee volwassenen en twee kinderen, waaronder een baby.De inzittenden zaten letterlijk opgesloten en hadden geen schijn van kans te ontsnappen. De lichamen zijn nog niet geïdentificeerd. 


De bestuurder van de vrachtwagen die de aanrijding veroorzaakte kwam er vanaf met lichte verwondingen en is inmiddels in hechtenis genomen. Een foto van het ongeval vindt u ",10/04/2019
5406,Transport Online - Ongeval op A10,"DIEMEN - Op de binnenring van de A10 was ter hoogte van Diemen de rijbaan in de middag afgesloten in verband met een ongeval. 


Bij het ongeval waren drie personenauto's en een vrachtwagen betrokken, meldt de Verkeersinformatiedienst. Ook waren er mensen bekneld geraakt. Er zou sprake zijn van nekletsel. Het verkeer werd mondjesmaat over de vluchtstrook geleid langs de plaats van het ongeval. 


Tussen de afrit Volendam en Diemen stond om 15:00 uur 7 kilometer verkeer stil met een vertragingstijd van iets meer dan 20 minuten. Tussen Geuzeveld en het knooppunt Coenplein was ook vertraging ontstaan. Verkeer richting Amersfoort/Utrecht werd geadviseerd op het knooppunt Coenplein om de borden Den Haag (A10 zuid) te volgen. 

 


Rijkswaterstaat kon de rijbaan vrijgeven rond 16:45 uur. Op de buitenring van de A10 stond tussen Sloten en Diemen ook nog eens een kijkersfile van 13 kilometer. Nadat de rijbaan was vrijgegeven konden de files langzaam afnemen.",10/04/2019
5407,Transport Online - Trucker die vrouw doodreed gevonden,"Trucker die vrouw doodreed gevonden DORDRECHT - De trucker die maandagavond doorreed na het doodrijden van een 77-jarige vrouw op een tankstation langs de A16 bij Dordrecht is gevonden. De politie wist de man op te sporen via het bedrijf waarvoor hij werkt. 


De man zit nu nog in het buitenland, maar is omgekeerd richting Nederland. De politie verwacht dat hij zich dinsdagavond of woensdagochtend op een politiebureau meldt. De politie houdt er rekening mee dat de man niets van het ongeval heeft gemerkt. 


De vrouw werd op het terrein aangereden toen ze net de winkel van het tankstation aan De Zuidpunt had verlaten. Het tankstation bleef enkele uren dicht om sporen te verzamelen. De politie nam ook camerabeelden in beslag.",10/04/2019
5408,Transport Online - Vrachtwagenchauffeur rijdt door na doodrijden bejaarde vrouw [+video],"Vrachtwagenchauffeur rijdt door na doodrijden bejaarde vrouw  DORDRECHT - De politie zoekt een trucker die maandagavond een 77-jarige vrouw heeft doodgereden op een tankstation langs de A16 bij Dordrecht. Na het ongeluk is de chauffeur doorgereden, meldt de politie. 


De vrouw had net de winkel van het tankstation aan De Zuidpunt verlaten toen ze op het terrein werd aangereden. Ambulancepersoneel kon niet meer voorkomen dat ze aan haar verwondingen overleed. 


Het tankstation bleef na de aanrijding enkele uren dicht voor onderzoek. De politie heeft sporen verzameld en camerabeelden in beslag genomen.",10/04/2019
5409,Transport Online - Dodelijk ongeval op N202 [update],"VELSEN-ZUID - De politie kreeg maandagavond 18 april om 19.00 uur een melding van een aanrijding met ernstig letsel tussen een vrachtwagen en een personenauto op de kruising Amsterdamseweg met de Buitenhuizerweg.  


De bestuurder, een 24-jarige IJmuidenaar, was vanaf de de Buitenhuizerweg de Amsterdamseweg opgereden en wilde zijn weg richting IJmuiden vervolgen. De vrachtwagenchauffeur, een 51-jarige Hillegommer, reed over de Amsterdamseweg. De vrachtwagenchauffeur kon de automobilist niet meer ontwijken. Door de hevige klap is de personenauto rondgeslingerd en aan de andere kant van de weg op het fietspad tegen een boom tot stilstand gekomen.  


De hulp van de diverse omstanders, politie- brandweer en ambulancepersoneel mocht helaas niet meer baten. Het slachtoffer is ter plaatse aan zijn verwondingen overleden. De afdeling verkeersondersteuning heeft een onderzoek ingesteld.  


Door dit ongeval is de Amsterdamseweg enkele uren in beide richtingen afgesloten geweest.",10/04/2019
5410,Transport Online - Opnieuw daling aantal verkeersdoden,"Opnieuw daling aantal verkeersdoden AMSTERDAM - In 2010 vielen in Nederland 640 doden in het verkeer. Dit is 11 procent minder dan de 720 doden in 2009. De dalende trend van de afgelopen jaren zet zich voort. Het gaat hierbij vooral om minder slachtoffers onder personen jonger dan 40 jaar en onder fietsers en automobilisten. Dit blijkt uit cijfers van het CBS en de Dienst Verkeer en Scheepvaart (DVS) van het ministerie van Infrastructuur en Milieu. 


Het aantal verkeersdoden onder mensen jonger dan 40 jaar lag in 2010 op 247. Dat is 20 procent minder dan een jaar eerder. Binnen deze groep was de afname van verkeersdoden het sterkst bij de 15- tot 20-jarigen. Dat komt vooral doordat bij deze jongeren veel minder inzittenden van personenautos omkwamen (van 36 slachtoffers in 2009 naar 19 in 2010). Het hoogste aantal verkeersdoden is echter nog steeds te vinden onder twintigers, 114 in 2010. 


Het grootste deel van de daling van het aantal verkeersdoden komt voor rekening van fietsers en inzittenden van personenautos. In 2010 nam het aantal verkeersdoden onder inzittenden van personenautos af met 50 en kwam uit op 246. Vergeleken met 2009 ligt dit aantal 17 procent lager. Deze groep weggebruikers telt daarentegen nog wel de meeste verkeersdoden. Het aantal fietsers dat omkwam in het verkeer is gedaald van 185 in 2009 tot 162 in 2010. 

 


Opvallend is de lichte toename van het aantal verkeersdoden onder voetgangers. In 2010 kwamen 72 mensen op deze manier om, waarvan meer dan 60 procent 50 jaar of ouder is. De voetgangers vormen de enige groep weggebruikers waarbij het aantal verkeersdoden niet gedaald is. 


Op vrijdag- en zaterdagnacht lopen jonge verkeersdeelnemers van 15 tot 30 jaar een meer dan 3 keer hoger risico op een dodelijk verkeersongeluk dan op andere momenten van de week. Dit verschil in risico is bovendien de laatste vier jaar gestegen. Het aantal verkeersdoden tijdens de 'stapnachten' bleef constant, terwijl het aantal verkeersdoden tijdens de rest van de week daalde. 


Bij verkeersdeelnemers van 30 jaar en ouder is het verschil in risico minder groot en vanaf 45 jaar zelfs lager op vrijdag- en zaterdagnacht dan tijdens de rest van de week. 


De sterfte door verkeersongevallen vertoont al sinds het midden van de jaren zeventig een dalende trend. Destijds kwamen meer dan 3 duizend mensen per jaar om in het verkeer. Halverwege de jaren zeventig werd onder andere het dragen van gordels voorin de auto en het dragen van de bromfietshelm verplicht. Sinds het jaar met de meeste dodelijke verkeersongevallen, 1972, is het aantal verkeersdoden gedaald met 80 procent.",10/04/2019
5411,Transport Online - Japanse kinderen door truck doodgereden,"Japanse kinderen door truck doodgereden TOKYO - In Japan zijn maandag zes kinderen op weg naar school doodgereden door een vrachtwagen. Het ongeluk voltrok zich in Tochigi, ten noorden van de hoofdstad Tokyo. De slachtoffertjes waren tussen de 9 en 11 jaar oud. 


De chauffeur van de truck verloor door nog onbekende oorzaak de macht over het stuur, raakte van de weg, reed in op de kinderen die naar school liepen en kwam uiteindelijk tot stilstand na een huis te hebben geramd. De 26-jarige chauffeur is voor verhoor meegenomen. Er was geen alcohol in het spel, zei de politie.",10/04/2019
5412,Transport Online - Nederlander verongelukt in Duitsland,"Nederlander verongelukt in Duitsland VENLO - Op de A40 net over de grens bij Venlo is maandagochtend een 37-jarige Nederlander om het leven gekomen. De man reed met volle vaart op een stilstaande Franse vrachtwagen.  


De klap was zo hard, dat identificatie van het slachtoffer maandag niet meer mogelijk was. Aan de papieren leidt de politie af dat het hoogstwaarschijnlijk om de 37-jarige Nederlander gaat.  


De truck stond geparkeerd aan de oprit van een parkeerplaats. ""Op een plek waar hij niet mocht staan"", aldus een woordvoerder van de politie in Düsseldorf. 

 


Het ongeluk gebeurde toen de Nederlandse bestuurder de parkeerplaats bij Wachtendonk wilde oprijden.",10/04/2019
5413,Transport Online - A50 afgesloten door gekantelde vrachtwagen,"A50 afgesloten door gekantelde vrachtwagen HEERDE - Een gekantelde vrachtwagen met oud ijzer zorgt maandag rond 14:00 uur voor een rijbaan afsluiting van de A50 van Apeldoorn naar Zwolle, tussen Epe en Heerde-Zuid. De oplegger ligt op de vluchtstrook en het oude ijzer ligt verspreid over rijstroken. 


Volgens een woordvoerder van Rijkswaterstaat is de verwachting dat de rijbaan rond 19:30 uur kan worden vrijgegeven. Rond 15:00 uur stond er tussen Vaassen en Heerde-Zuid een file van 4 kilometer, met een half uur vertraging meldt de verkeersinformatiedienst.  


Er is vanaf het knooppunt Beekbergen een omleiding ingesteld. Het verkeer richting Zwolle wordt geadviseerd de borden Amersfoort te volgen en te rijden over de A1 en de A28.",10/04/2019
5414,Transport Online - Vrachtwagen rijdt tegen viaduct,"Vrachtwagen rijdt tegen viaduct Door een ongeval met een vrachtwagen is er maandagochtend veel vertraging ontstaan op de A15 vanuit Ridderkerk richting Gorinchem. Tussen Hardinxveld-Giessendam en Gorinchem is de rechterrijstrook afgesloten.  


Een vrachtwagen is daar tegen een viaduct gebotst. Achter het ongeval was rond 10:35 een file ontstaan van 7 kilometer. Het viaduct was enige tijd voor het verkeer afgesloten.  


De politie laat aan de Verkeersinformatiedienst weten dat het aangereden viaduct over de A15 weer vrij is gegeven. Rond 11:25 uur waren de problemen opgelost.",10/04/2019
5415,Transport Online - Dronken chauffeur kantelt met vrachtwagen aardappels [+foto],"Dronken chauffeur kantelt met vrachtwagen aardappels  EINDHOVEN - Op de N2 ter hoogte van knooppunt De Hogt is maandagochtend rond 8.30 uur een vrachtwagen met ongeveer 30 ton aardappelen gekanteld. 


Dat gebeurde nadat de wielen aan de rechterkant van de wagen door nog onbekende oorzaak in de berm terechtkwamen. De lading belandde op de rijbaan waarna de weg tot 14.00 uur afgesloten is geweest voor opruimwerkzaamheden. Daarnaast was ongeveer 200 liter diesel uit de tank van de vrachtwagen gelopen en ook dat moest worden opgeruimd.  

 


De 37-jarige vrachtwagenchauffeur uit Nieuw- en Sint Joosland liep kneuzingen aan een been op. Hij bleek teveel gedronken te hebben waarop hij door de politie werd aangehouden. Op het bureau blies hij een alcoholpromillage van ruim 0,90.  


Tegen de man is proces-verbaal opgemaakt dat wordt doorgestuurd naar het Openbaar Ministerie.",10/04/2019
5416,Transport Online - Buitenland kort: Nederlandse vrachtwagen rijdt door vangrail [+foto's],"Buitenland kort: Nederlandse vrachtwagen rijdt door vangrail  De A4 bij het Duitse Aken is donderdag tussen Düren en Weisweiler afgesloten geweest na een aanrijding tussen auto en een vrachtwagen. De vrachtwagen, afkomstig van de firma R. Swagemakers uit Westdorpe. De automobilist raakte lichtgewond, de chauffeur van de vrachtwagen kwam met de schrik vrij. 


Het bergingswerk leverde echter meer moeilijkheden op en leverde een file van zeven kilometer op.",10/04/2019
5417,Transport Online - Auto botst met volle snelheid achterop vrachtwagen,"Auto botst met volle snelheid achterop vrachtwagen ARNHEM  Een 44-jarige automobilist uit Deventer is in de nacht van dinsdag 12 op woensdag 13 april gewond geraakt bij een verkeersongeval op de A50 bij Arnhem. De man is naar het ziekenhuis gebracht. 


Het ongeval is rond kwart voor drie gebeurd. Het slachtoffer vertelde de politie dat hij met een snelheid van 120 km/u achterop een rijdende vrachtwagen was gebotst. Door de klap was zijn wagen aan de aanhanger van de truck blijven zitten en zo enkele kilometers voortgesleept.  


Ter hoogte van de afrit Schaarsbergen merkte de trucker, een 53-jarige man uit het Duitse Wardenburg, dat er iets mis was en zette zijn combinatie aan de kant. Vervolgens ontdekte hij het wrak dat voor een derde deel onder de combinatie zat. De Deventernaar bleek enkele snijwonden te hebben opgelopen en is voor behandeling naar het ziekenhuis overgebracht. ",10/04/2019
5418,Transport Online - Buitenland kort: Zandstorm blaast vrachtwagen van de weg,"Buitenland kort: Zandstorm blaast vrachtwagen van de weg Een paar meter verwijderd van de plek waar afgelopen vrijdag een zandstorm zorgde voor een enorme horrorcrash op de A19 bij Rostock heeft zich dinsdag opnieuw een ongeval voorgedaan. Een vrachtwagen beladen met een zwembad reed over de A19 richting Rostock en werd door een zandstorm van de weg geblazen.  


De aanhanger kantelde. De vrachtwagenchauffeur kwam met de schrik vrij.",10/04/2019
5419,Transport Online - Auto botst op stilstaande vrachtwagen,"Auto botst op stilstaande vrachtwagen ALKMAAR - Een ongeval op de N9 ter hoogte van de weg naar Bergen (N510) in Alkmaar heeft dinsdag rond 14:00 uur geleid tot een rijbaan afsluiting in beide richtingen. 


Een persoon raakte hierbij gewond. De man reed met zijn auto in op een stilstaande vrachtwagen. Hij is met onbekend letsel naar het ziekenhuis afgevoerd. Een hond die bij hem in de auto zat is door de dierenambulance meegenomen. De vrachtwagenchauffeur bleef ongedeerd. 


Rond 15:00 uur kon de rijbaan worden vrijgegeven laat de Verkeersinformatiedienst weten.",10/04/2019
5420,Transport Online - Buitenland kort: Vrachtwagen en auto gaan in vlammen op: één dode [+foto's&video],"HAAG(D) - In de nacht van maandag op dinsdag heeft zich een horrorcrash afgespeeld op de Duitse B12. Een vrachtwagen en personenauto gingen beiden in vlammen op. De bestuurder van de personenauto verloor daar bij het leven. 


Kort voor middernacht raakte een vrachtwagenchauffeur door nog onbekende oorzaak de macht over zijn voertuig kwijt op de B12 bij Haag in Oberbayern, richtin gMünchen. De vrachtwagenchauffeur botste eerst tegen een tegemoetkomend voertuig en vervolgens frontaal op nog een tegemoetkomende auto. 


De bestuurder van het eerste voertuig raakte zwaargewond en zat lange tijd bekneld in zijn auto. Het tweede voertuig kwam klem te zitten tegen de vrachtwagen en vatte vlam. Zowel de auto als de vrachtwagen brandden volledig uit. De bestuurder was op slag dood, de vrachtwagenchauffeur liep lichte verwondingen op. ",10/04/2019
5421,Transport Online - Dronken automobilist zonder rijbewijs rijdt tegen vrachtauto,"Dronken automobilist zonder rijbewijs rijdt tegen vrachtauto BREDA - Een 19-jarige Bredanaar is vannacht omstreeks 04.30 uur met zijn auto op rijksweg A-27 in de richting van Breda, achterop een vrachtauto gereden. De automobilist bleek onder invloed van alcohol te zijn. Bovendien bleek de 19-jarige man geen rijbewijs te hebben. Hij werd daarop aangehouden. Hij blies 300 ugl.   


Zijn auto was total loss. De dienders besloten vanwege de enorme schade aan de auto, toch voor de zekerheid de ambulance voor de bestuurder ter plaatse te laten komen. Hij werd voor onderzoek meegenomen naar het ziekenhuis. Hij lijkt er met een paar schaafwonden goed van af gekomen te zijn. 


De knul vertelde dat de auto van zijn moeder is, hij had die zonder haar toestemming meegenomen. Hij had naar eigen zeggen 8 a 10 glazen bier gedronken. Hij kwam vanuit de richting Oosterhout en reed in de richting van Breda. Hij reed op de rechterrijbaan achter een vrachtauto.  

 


Nadat hij even achterom gekeken had, zag hij dat hij de vrachtwagen zeer dicht genaderd was. Hij gaf een ruk aan het stuur naar links, maar kon de vrachtauto niet meer ontwijken. Hij reed met de rechtervoorkant van zijn auto tegen de linkerachterzijde van zijn voorganger. Zijn auto ging tollen en kwam uiteindelijk tegen de vangrail tot stilstand.",10/04/2019
5422,Transport Online - Zaterdagochtend nog steeds vrachtwagen in brand op Duitse A19 [+video],"Zaterdagochtend nog steeds vrachtwagen in brand op Duitse A19  ROSTOCK - Zo'n 18 uur na de enorme kettingbotsing op de A19 bij Berlijn-Rostock staat er nog altijd een vrachtwagen in brand. ""Het is niet duidelijk of het om de vrachtwagen met gevaarlijke stoffen gaat"", aldus een politiewoordvoerder zaterdag.  


De zowat dertig uitgebrande auto's zijn inmiddels weggehaald. Het verwijderen van de vier vrachtwagens zal nog even duren. Bij het ongeval kwamen acht mensen om, 131 mensen raakten gewond. Van de gewonden moesten er 44 naar het ziekenhuis. De oorzaak van de kettingbotsing was een zandstorm. 


In de loop van zaterdag zou de autoweg richting Berlijn weer open moeten zijn. Het verkeer kan dan beurtelings over één rijvak voorbij de plaats van het ongeval. Het open gaan van de andere rijbaan kan nog meerdere dagen duren. Het beton onder de uitgebrande vrachtwagen met gevaarlijke stoffen is aangetast.",10/04/2019
5423,Transport Online - Vrachtwagen en BMW botsen in Emmen [+foto's],"Vrachtwagen en BMW botsen in Emmen  EMMEN - Zaterdagochtend, 9 april, rond 10:00 uur is een vrachtwagen op de kruising bij de Rietlanden in Emmen in botsing gekomen met een BMW. Volgens getuigen kreeg de BMW geen voorraang van de vrachtwagen en een aanrijding was het gevolg. 


In de auto bevonden zich een bestuurder en twee kinderen. De bestuurder raakte gewon daan zijn nek, de kinderen bleven ongedeerd.  

 


Volgens de eigenaar van Super de Boer Rietlanden was de vrachtwagen van Super de Boer de geladen was met een lading diepvries bedoelt voor de plaatselijke Super de Boer.",10/04/2019
5424,Transport Online - Varkens te water door gekantelde vrachtwagen,"Varkens te water door gekantelde vrachtwagen HELLENDOORN - In het Overijsselse Hellendoorn zijn zaterdag twintig varkens te water geraakt toen de vrachtwagen waarin zij zaten kantelde. Een duikteam heeft de dieren weer op het droge gekregen, meldt de brandweer. 


In de truck zaten zo'n tweehonderd varkens. Tien van hen overleefden het ongeluk niet. De dieren kwamen bij de klap om het leven. Enkele varkens waren dusdanig verwond dat de dierenarts ze heeft laten inslapen. De andere varkens zijn overgeladen in een andere vrachtwagen. 


De chauffeur van de vrachtwagen raakte niet gewond. Het ongeluk gebeurde op de Hancateweg, die langs de rivier de Regge loopt. De oorzaak van het ongeval is niet bekend.",10/04/2019
5425,"Transport Online - Horrorcrash op Duitse A19: vrachtwagen ontploft, doden en gewonden [+foto's]","Horrorcrash op Duitse A19: vrachtwagen ontploft, doden en gewonden  ROSTOCK - Vrijdagmiddag zorgde een ongewoon weersverschijnsel voor een horrorcrash op de A19 ter hoogte van Güstrow, Mecklenburg-Vorpommern. Volgens de eerste berichten waren er plotselinge rukwinden die enorme hoeveelheden zand over de weg waaiden. Volgens ooggetuigen ontwikkelde de rukwinden zich tot tornado-achtige stofwolken. Het zicht was minder dan een meter. 


Automobilisten werden verrast door het plotselinge fenomeen en in beide richtingen ontstonden talrijke ernstige ongevallen. Meerdere voertuigen vlogen in brand nadat een vrachtwagen met gevaarlijke stoffen ontplofte. 


Reddingsteams zijn met groot materieel aanwezig. Voor zover bekend zijn er acht doden en circa 100 gewonden gevallen bij het mega-ongeval.",10/04/2019
5426,Transport Online - Voetganger na ruzie doodgereden door vrachtwagen,"Voetganger na ruzie doodgereden door vrachtwagen BARENDRECHT - De politie Rotterdam-Rijnmond stelt een nader onderzoek in naar de dodelijke aanrijding tussen een voetganger en een vrachtwagen. Het ongeval vond vrijdagmiddag rond 12.00 uur plaats op de rotonde van de Henry Dunantlaan en de Dudokdreef in Barendrecht. 


Bij het ongeval kwam een 47-jarige Rotterdammer om het leven. Een 43-jarige vrachtwagenbestuurder uit Tilburg is aangehouden. 


Volgens getuigen is aan het ongeval een ruzie voorafgegaan die zich afspeelde in de wijk Bijdorp-Oost, aangrenzend aan de Henry Dunantlaan. De twee hadden een arbeidsrelatie, maar of daar de aanleiding tot de ruzie ligt zal nader onderzoek moeten uitwijzen, evenals het feit of er al dan niet opzet in het spel was.  

 


De ruzie leidde tot het noodlottig einde op de rotonde. Daar werd het slachtoffer door de vrachtwagen overreden en hij overleed ter plakke. De chauffeur is daarna doorgereden en kon door politiemensen van het korps Zuid-Holland-Zuid worden aangehouden vlak voor de Moerdijkbrug. Hij is overgebracht naar een politiebureau in Rotterdam. 


De politie stelde met de Verkeers Ongevallen Groep en de Forensische Opsporing een uitgebreid sporenonderzoek in en hoorde vele getuigen",10/04/2019
5427,Transport Online - Gewonde en stremming na ongeval op N279,"Gewonde en stremming na ongeval op N279 ERP - Een verkeersongeval tussen drie personenauto's en een vrachtwagen zorgde vrijdagmiddag op de N279 voor een flinke chaos. Een personenauto reed in de richting van Keldonk en reed door onbekende oorzaak achterop een tweede auto.  


Deze werd daardoor op de weghelft voor het tegemoetkomende verkeer geduwd en kwam daar weer in botsing met een derde auto. Hierdoor kreeg de auto weer een zetje terug zijn eigen rijstrook op en kwam tenslotte tegen een vrachtwagen tot stilstand. De vrachtwagen raakte slechts licht beschadigd. De personenauto's liepen fikse schade op.  


De 72-jarige bestuurster van de achterop rijdende auto raakte gewond aan haar borst en werd door een ambulance afgevoerd naar een ziekenhuis. De overige betrokkenen kwamen er met schrammen vanaf. De N279 is door de aanrijding geruime tijd afgesloten geweest. De afdeling verkeersongevallen analyse deed onderzoek.",10/04/2019
5428,Transport Online - Vrouwen gewond bij ongeval in Helmond,"Vrouwen gewond bij ongeval in Helmond HELMOND - Een 45-jarige en een 21-jarige vrouw uit Helmond zijn vrijdag rond 10.55 uur gewond geraakt bij een aanrijding op de Deurneseweg.  


Zij reden daar in een personenauto en stopten voor een verkeerslicht dat op oranje sprong. Een vrachtwagen bestuurd door een 47-jarige man uit Schalkwijk kon niet meer op tijd stoppen en botste achter op de auto. De twee vrouwen zijn met nekklachten overgebracht naar het ziekenhuis.  


De chauffeur van de vrachtwagen kwam met de schrik vrij.",10/04/2019
5429,Transport Online - Verkeershinder door ernstig ongeval op A4,"Verkeershinder door ernstig ongeval op A4 SCHIEDAM - Vrijdagmiddag om 12:45 uur heeft er een ongeval plaats gevonden op de A4 Hoogvliet - Vlaardingen ter hoogte van het knooppunt Kethelplein. Een motorrijder is onderuit gegaan, de oorzaak van het ongeval is onbekend. Bij het ongeval zijn ook een vrachtwagen en een personenauto betrokken. 


Een traumahelikopter verleend medische bijstand. Op het Kethelplein is de verbindingsweg naar de A20 richting Gouda afgesloten meldt de verkeersinformatiedienst.  


Er is een file ontstaan van 4 kilometer en de linker rijstrook is afgesloten. Rijkswaterstaat heeft een omleiding ingesteld op het knooppunt Kethelplein voor verkeer richting Utrecht en Den Haag. Het verkeer kan het beste de borden Nijmegen volgen en omrijden via de A15 en de A16. Het onderliggend wegennet bij het knooppunt Vijfsluizen staat ook vast.  

 


De verwachting is dat door het sporenonderzoek van de politie de linker rijstrook en de verbindingsweg nog tot 15:30 uur zullen zijn afgesloten.",10/04/2019
5430,Transport Online - Leerlingen lichtgewond na ongeval in België,"Leerlingen lichtgewond na ongeval in België GENT - Bij een ongeval ter hoogte van het Belgische Gent zijn vrijdagochtend tien leerlingen van het Graaf Engelbrecht College in Breda lichtgewond geraakt. Het ongeval ontstond nadat twee vrachtwagens achterop elkaar gebotst waren en de bus niet meer op tijd kon remmen. 


In de bus zaten ongeveer 45 leerlingen met nog enkele begeleiders. De leerlingen die gewond zijn geraakt zijn ter controle naar het ziekenhuis gebracht maar worden in de loop van de middag weer terug verwacht. 


De bus was op weg naar Lille, Frankrijk, voor een excursie.",10/04/2019
5431,Transport Online - Vrachtwagen tegen boom na uitwijkmanoeuvre [+foto],"Vrachtwagen tegen boom na uitwijkmanoeuvre  VALKENSWAARD - Een automobiliste probeerde vrijdagmorgen rond 7:45 uur op de Bergeijksedijk in Valkenswaard een tractor met een giertank in te halen toen vanuit de andere rijrichting een vrachtwagen naderde.  


Doordat de vrachtwagenchauffeur nog kon uitwijken heeft hij een frontale aanrijding kunnen voorkomen, wel schampte hij de wagen. De vrachtwagen is bij de uitwijkmanoevre tegen een boom langs de weg gebotst.  

 


Alle betrokkenen kwamen met de schrik vrij, ze bleken na onderzoek door de ambulancedienst niets te mankeren.",10/04/2019
